text,label
campaignspot pandemic directly impacted f&amp;b brands due consumer paranoia rumours take look f&amp;b brands generating faith among consumers sharing social media,POSITIVE
gas prices keep going,POSITIVE
shii getting real protect family much remember stock home enough food coronavirusnigeria coronavirusoutbreak newsupdate roadwarriors,POSITIVE
important coronavirus go work live immunocompromised work grocery covid opinions advice medtwitter,POSITIVE
store closures adidas closed adidas owned reebok owned stores europe us canada march retail employees continue receive pay scheduled hours commerce stores remain open,NEGATIVE
twenty percent stores france spain austria closed local retail storeclosures china,POSITIVE
new wave stores locking shop short term industry scrambles shut virus rocking global coronavirus,POSITIVE
support spark business customers new zealand mon march initial period weâ’re removing overage charges customers data-capped broadband plans applies small medium business consumer customers,POSITIVE
bright spots coronavirus gloom one drop gas found bowlinggreen share new normal us,NEGATIVE
recent run grocery store shelves made difficult stores catch,NEGATIVE
small excerpt good article coronavirus triggering massive change way movies released could lasting effect people consume hollywood entertainment,POSITIVE
salisbury latest supermarket make changes help older shoppers,POSITIVE
platts assessed chicago argo terminal market per gallon lowest ever value coronavirus demand fears falling gasoline prices put pressure oversupplied ethanol market sophie sp global platts â…,NEGATIVE
walmart latest response coronavirus starting march walmart stores neighborhood markets open a.m p.m notice online shopping remains open,POSITIVE
macys temporarily closes stores nationwide response outbreak online shopping remain open,POSITIVE
jcpenney temporarily closes stores business offices response coronavirus online shopping remains open closures stayhome,POSITIVE
dear pharmacies charging pocket size handsanitizer tell raised prices pass better pricegouging coronavirus,POSITIVE
supermarkets working meet customersâ’ needs coronavirus pandemic state shuts addressing employeesâ’ concerns interactions public,POSITIVE
heart can't also family can't stay home...be responsible stay home workers literally risking save us realize humans robots worked staffed home,POSITIVE
people panic buying stock piling essential commodities extent everyone left barely able source things like food toilet paper please consider giving rations food bank coronavirus,POSITIVE
gen z igen affected pandemic never walk grocery store without buying toilet paper two less likely engage activities large gatherings schools mandate education viruses spread,POSITIVE
safety never ever take day supermarket victoria park toronto,POSITIVE
brands amazon expect right vp marketplace strategy rina yashayeva describes consumer search behavior changed amazon reacting,POSITIVE
order keep increased demands food household supplies grocery store chains ramping hiring bit silver lining many temporarily unemployed due,POSITIVE
added podcast episodes expats quarantine time come join us find grocery store items go first lockdown much expat,POSITIVE
currently working story tells they're stock piling food event coronavirus case increase dramatic committed ensuring food give family need â— executive director lea luger,POSITIVE
hahahahahaha grocery store slim pickinsâ’ coronavirus,POSITIVE
replenish moment extra toilet paper hand sanitizer food whatever neighbor needs give coronavirus immunocompromised healthcareworkers stoppanicbuying stophoarding shareyourtoiletpaper bekind,POSITIVE
we've recovered coronavirus hope show appreciation healthcare workers truck drivers grocery store/convenience store employees can't imagine we'd without,POSITIVE
one week panic buying madness calm supermarket amp shelves supermarkets food foodies foodiesofinstagram el puerto de murcia spain,NEGATIVE
much demand grocery store supply chain people still taking advantage restaurant supply sir enhanced problem understanding basic,NEGATIVE
i'm afraid admit reality photo elderly man staring shopping list middle empty supermarket caused shed strange i'm accepting people may die catching way ok starving,NEGATIVE
imperial college response team report implies huge risk herding australian elderly exclusive seniors hours supermarket access strategy must shift social isolation online delivery coronvirusaus,NEGATIVE
reckon coronavirus panic buying carries go rationing food items actually need also solve problem obesity greed time,NEGATIVE
couple local consumer tidbits hy-vee says they're limiting first hour grocery shopping a.m a.m seven days week customers age expecting mothers underlying conditions makes susceptible illness,NEGATIVE
westbiloxi two grocery stores walmarts larger store offers online ordering shut service monday weeks folks go store buy,NEGATIVE
today wife popped supermarket bumps someone used work person immediately tells keep distance family member live tested positive brain kicks tells go shopping,POSITIVE
breaking weâ’re giving supermarkets option weekday trading plus extended trading hours weekends alleviate pressures coronavirus give consumers businesses greater choice shop around clock,POSITIVE
rationing sale able buy maximum three set two popular silver hour elderly stores priority access delivery slots elderly,POSITIVE
avoiding people grocery store i'm grabbing milk coronavirus via,NEGATIVE
important notice regarding temporary closure retail store due coronavirus thank support understanding,POSITIVE
news increased prices soaps advantage coronavirus covidindia well done hul needs retweeted boycotthul,POSITIVE
consumer confidence plummets fears spread,POSITIVE
u.k frozen paid tests amp treatment grocery store quarantined getting fired kids crowding beaches sucks huh,NEGATIVE
marketers keep changes consumer behaviour changes daily basis due,POSITIVE
spreads throughout europe rest world spread changes consumer behaviour mean economy ecommerce,POSITIVE
ikea outlets switzerland closed march least april people online shopping period,POSITIVE
whilst coronavirus moving world towards online shopping whole hoarding bulkbuying putting shoppingonline excited visit supermarkets see what's available ever,POSITIVE
